# Number of Traces
8257
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
5802;89;128;4.2695102904507504e-01;8.5566441130614623e-01;2.4351631175960617e-01;6.9646402224164039e-01;9.7828669120380718e-01;3.1858641959777922e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
5803;89;129;4.6553723430668831e-01;8.9601708914561518e-01;2.4351631175960625e-01;9.8518062688495944e-01;9.3353276113570294e-01;4.8203593826928681e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
5804;89;130;5.6732309858197338e-01;1.5132840220998364e-01;6.4479212944400088e-01;6.5831842460881329e-01;4.2219073448397254e-01;5.6195600979680405e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
5805;89;132;2.8178196805455920e-02;4.3863579910140321e-01;2.4351631175960617e-01;4.9354319469282822e-02;3.5057031197279220e-01;2.9547641904385014e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
5806;89;134;8.6504604518658512e-01;4.6394010494354992e-01;6.4419854723182401e-01;8.6516007637695547e-01;4.6280032675288157e-01;6.4479212944400111e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
5807;89;136;5.7931461517154959e-01;8.5360353972459513e-01;3.1960979736611766e-01;7.0554644368514496e-01;2.9587959808492154e-01;6.4479212944400077e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
5808;89;137;3.8332911517049395e-01;3.1215545223515745e-02;6.1070351592658201e-01;5.2499805666690214e-01;1.0706572415285977e-01;6.4479212944400077e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
5809;89;138;4.0783179425767779e-01;3.5376499670601480e-01;4.7071522099132629e-01;7.7616554341456323e-01;3.6973163306410289e-01;6.4479212944400099e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
5810;89;139;2.5635488942539397e-01;1.5263136692005488e-01;4.9085699733968474e-01;5.9670209464734358e-01;1.8205236574656655e-01;6.4479212944400077e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
5811;89;140;3.1865602352668049e-01;2.7649940812395013e-01;4.6317533019113161e-01;8.4473056595529605e-01;1.0678345019420428e+00;3.4947005146066107e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
5812;89;141;5.7248290723348971e-01;1.0078587241724644e+00;2.4351631175960628e-01;7.5289410701035886e-01;7.0382855650514542e-01;4.7580494845789867e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
5813;89;142;9.2099935712370330e-03;4.1879923343980213e-01;2.4351631175960622e-01;9.9043993721437198e-02;3.0305584520793749e-01;3.4237675991139466e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
5814;89;143;4.1599838749794954e-01;1.1093139583719050e-01;5.8922804758245317e-01;7.0454614031900631e-01;1.1459677987240398e+00;2.4351631175960625e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
5815;89;145;5.6083585907734457e-01;5.3429427275890240e-01;4.6104053047933358e-01;6.4325506375200792e-01;4.6420761871501731e-01;5.3471983621136099e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
5816;89;146;1.7993229078485418e-01;5.9733718016887949e-01;2.4351631175960622e-01;4.9311916666152222e-01;7.3727421784300501e-02;6.4479212944400088e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
5817;89;148;2.7056394297010006e-01;1.3904432670353142e-01;5.0426842465696087e-01;3.6679467666515020e-01;3.1764248316912652e-01;4.6751246126975576e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
5818;89;150;4.8941287456655436e-01;4.3471775531510548e-01;4.7277224612099195e-01;6.5956253057501846e-01;2.4779054607915074e-01;6.4479212944400088e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
5819;89;151;6.4458905637818184e-02;4.7657743511805356e-01;2.4351631175960622e-01;1.2123111970005884e-01;2.8183997942123129e-01;3.6331841000126985e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
5820;89;152;9.1555942634861776e-01;1.0001062347758500e+00;4.1632292875764748e-01;1.0028601177431222e+00;6.0680426209861216e-01;6.4479212944400066e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
5821;89;156;1.0241587800138020e-01;5.1195969023253396e-01;2.4554942834665561e-01;3.8111571316300885e-01;5.7572134698331723e-02;5.9718613361808426e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
5822;89;157;1.0387453847152301e+00;6.4433235296660418e-01;6.4479212944400088e-01;1.0428770689477711e+00;6.6188758425490402e-01;6.3855263905845694e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
5823;89;158;4.2199453638889250e-01;8.5048101091700246e-01;2.4351631175960620e-01;7.3291819769314936e-01;1.0976906925311249e+00;2.8026569544137325e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
5824;89;159;2.9494050797417584e-02;3.6956118059796716e-01;2.7673100796096112e-01;7.8335233479634919e-02;4.9108901984630710e-01;2.4351631175960622e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
5825;89;160;8.3121955039972129e-01;4.2730600692599868e-01;6.4479212944400088e-01;8.3696352940926622e-01;6.6536987408325632e-01;5.3538655816877556e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
5826;89;161;3.4887349446140781e-01;7.7401249507874093e-01;2.4351631175960622e-01;5.5465779518852198e-01;1.3808328250697163e-01;6.4479212944400111e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
5827;89;163;7.9049166692180844e-02;4.9183563684918241e-01;2.4351631175960625e-01;8.4313129544295018e-01;8.5488941214339653e-01;4.4907664407821873e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
5828;89;166;8.6201393138687132e-01;6.3047314495909901e-01;5.6418990821203452e-01;9.2427635580268153e-01;5.2462294347719329e-01;6.4479212944400088e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
5829;89;168;2.6481965404977725e-01;5.6152043468977075e-01;3.0225563413036965e-01;6.1388187901328406e-01;2.0001863890481381e-01;6.4479212944400088e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
5830;89;170;1.6204052679039774e-01;3.8825585565884790e-01;3.3326838633454364e-01;1.7712739317819515e-01;2.2839061255722978e-01;4.1607694220751390e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
5831;89;174;1.3531936418855165e-02;4.2331903439426494e-01;2.4351631175960622e-01;3.6985054606076523e-01;1.7599538772479006e-01;5.3580008418507252e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
5832;89;176;8.9660243335577661e-01;9.1805933517247729e-01;4.4565814297787554e-01;9.7736608512684842e-01;9.4100521472362830e-01;4.7466006636642011e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
5833;89;180;1.2855479834299163e-01;2.7483690100074809e-01;3.7023097342470618e-01;8.0527608318544597e-01;4.0017485040416384e-01;6.4479212944400099e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
5834;89;181;4.3311982151654560e-01;7.7621356633925456e-02;6.1337401106132095e-01;4.9717189458234434e-01;7.7965683179821554e-02;6.4479212944400088e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
5835;89;182;3.5913947031156557e-01;1.2740125257940366e-01;5.5342925186003544e-01;1.0399975593022321e+00;8.8111548626538416e-01;5.3377571830158921e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
5836;89;183;1.4453138581454247e-01;5.6031562534618273e-01;2.4351631175960622e-01;2.3136331149303485e-01;1.7652891740594626e-01;4.6726832340518748e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
5837;89;184;1.3923604055069030e-01;5.5477785971123039e-01;2.4351631175960622e-01;9.7433986770365122e-01;9.4389895692141501e-01;4.7180372587267877e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
5838;89;186;1.1046497332469727e+00;7.1325379591469218e-01;6.4479212944400077e-01;1.1095131345889291e+00;8.1464301404030637e-01;5.9938903184445524e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
5839;89;187;7.5672582431258473e-01;3.4940196558596187e-01;6.4479212944400088e-01;9.3407874359332532e-01;9.6345518319691803e-01;4.4273326325240786e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
5840;89;189;2.1823677866474758e-01;1.8908082516534128e-01;4.5487864942721851e-01;3.6108153455116304e-01;4.7965689780698284e-01;3.8831231016257772e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
5841;89;191;5.0421000056087639e-01;9.3646029073115222e-01;2.4351631175960617e-01;8.7979643559208398e-01;1.0343036703857129e+00;3.8256749602100526e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
5842;89;192;5.7993786856721508e-01;1.0156549728827460e+00;2.4351631175960625e-01;6.5511398707290447e-01;9.8104013527869716e-01;2.9690091703936222e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
5843;89;193;2.4924745908423318e-01;2.6675912764492909e-01;4.3354604576235706e-01;2.6263244047850159e-01;6.8382333435889864e-01;2.4351631175960631e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
5844;89;194;2.7078359770824761e-01;5.3212199715130382e-01;3.1905630624200981e-01;1.0198681926534994e+00;6.2593728314139341e-01;6.4415739420821583e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
5845;89;195;3.6060307923896190e-01;5.2946729724465777e-02;5.8925320763218447e-01;7.0695282587586972e-01;3.5933372254949658e-01;6.1556945233557858e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
5846;89;196;3.5856379570220320e-01;7.8414641733116408e-01;2.4351631175960631e-01;4.3013062559469922e-01;3.3965867227975266e-01;4.8836008195795844e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
5847;89;197;4.8363126837773973e-01;7.2458178275896801e-01;3.3326235454129716e-01;5.6079565687210076e-01;1.4450213487821173e-01;6.4479212944400088e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
5848;90;91;6.2155617210357381e-02;3.9909112506374761e-01;3.5099352940144113e-01;1.2446312258829326e-01;8.8458673251758851e-02;7.7571627241381602e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
5849;90;95;-2.1303352533926675e-01;-3.1794885322117916e-01;1.6824249462163235e-01;2.5278199854901934e-01;6.0188743224986996e-01;7.1579219225170676e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
5850;90;97;2.2290720138259870e-01;5.4139282641776532e-01;6.8189233386474868e-01;2.6073962564219783e-01;6.0833971202573200e-01;7.3265238567536595e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
5851;90;98;-7.0007367779558974e-02;2.1684452488441544e-01;1.3182883335964801e-01;-5.8193266691746036e-02;-6.7249845941791120e-02;3.9487769394086958e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
5852;90;99;4.2593292660284256e-02;1.1863578983158943e-01;5.2399484848841993e-01;2.2440182259351499e-01;6.1894927867731508e-01;6.2318299813721356e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
5853;90;100;1.7036782793624559e-02;-2.7947691788917889e-01;7.7571627241381580e-01;1.1676301840228863e-01;5.9894865828874655e-01;3.4059745613599324e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
5854;90;102;4.1635000740934791e-02;4.4794227255961987e-02;5.8118212752465948e-01;1.1285620797915880e-01;4.8704949945194143e-02;7.7571627241381613e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
5855;90;103;9.5420907972457048e-03;1.1144523924420198e-01;4.3807548481594566e-01;2.8055319306923981e-02;4.4861252628084644e-02;5.4343181920749217e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
5856;90;104;8.7746681331295120e-03;4.5425948336778842e-03;5.2258808087240693e-01;1.0199512979254570e-01;6.5468842240408165e-01;2.5442692134465639e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
5857;90;110;-5.3523210636531447e-02;3.2445588811074712e-02;3.2703978913524484e-01;2.5625075934227215e-01;6.0965032857938906e-01;7.1912945904341818e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
5858;90;111;1.4452565771025848e-02;7.2257846050028579e-02;4.8346728457338706e-01;1.4858317731347684e-01;1.7106994540926590e-01;7.7571627241381602e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
5859;90;112;5.9542102373843941e-02;4.9952168924398682e-01;2.6234127026843118e-01;1.1419866699912512e-01;6.5112534950160528e-01;2.9119066685820666e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
5860;90;116;-1.4054930416461433e-02;4.0848181939074157e-01;1.3182883335964801e-01;1.8211183565295475e-01;6.3129670745663291e-01;4.9578236901339484e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
5861;90;118;3.6235816034678209e-02;5.8072780263643886e-01;1.3182883335964801e-01;9.4673067353328658e-02;6.5682624866099237e-01;2.3236885444216987e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
5862;90;120;-1.5990985657370010e-01;-2.8004597238612927e-01;2.8498938220330872e-01;1.7873120174066628e-01;6.3228375284209470e-01;4.8559804599933909e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
5863;90;122;-2.3664566559229688e-02;2.7573409348244632e-01;2.1274326037519128e-01;1.4148664692572308e-01;6.4315806426340727e-01;3.7339702495079824e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
5864;90;123;1.3368258582394790e-01;6.2520568024609813e-01;3.6628376860681089e-01;1.6991738109511395e-01;6.3485712849358411e-01;4.5904598541804531e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
5865;90;127;7.8501025713279077e-02;1.4389432863640592e-02;7.0816152927724341e-01;1.2057237956834121e-01;7.5132864741855890e-02;7.7571627241381613e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
5866;90;128;6.0316373300649775e-02;6.6320379585740652e-01;1.3182883335964810e-01;6.1751578752055350e-02;6.6643835226331005e-01;1.3319127925421989e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
5867;90;130;2.7368093476087008e-01;5.9953020408315005e-01;7.7571627241381613e-01;2.7467337717013002e-01;6.0427146757671724e-01;7.7462848543648899e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
5868;90;132;2.1046072028159959e-02;5.2870287605884037e-01;1.3182883335964801e-01;8.4522108347005229e-02;-4.8339440820877703e-02;7.7571627241381602e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
5869;90;134;2.0078670583133726e-01;3.4986721395229242e-01;7.7571627241381591e-01;2.2428271164389624e-01;5.9261169769948141e-01;6.4419854723182379e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
5870;90;135;-2.2238554764184854e-01;-3.0505127638530311e-01;1.3182883335964807e-01;2.2144171351745640e-01;6.1981354321461635e-01;6.1426552651219102e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
5871;90;137;-4.6862413417920218e-02;-1.8811408421947987e-01;5.2428967546089855e-01;1.0815018208400984e-01;3.2586794723990856e-02;7.7571627241381602e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
5872;90;138;1.1117070624460960e-01;4.1925170195491140e-01;4.7071522099132640e-01;2.6114131561184362e-01;5.5658196445125019e-01;7.7571627241381602e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
5873;90;139;-6.2060605560492088e-02;3.8547782693796481e-02;2.9839501067019369e-01;2.6436551063588554e-01;6.0364499060860866e-01;7.4652251628427235e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
5874;90;142;-1.8105441282583595e-02;3.9460880544650773e-01;1.3182883335964798e-01;2.1092479802203520e-01;3.8459021531634796e-01;7.7571627241381602e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
5875;90;144;-4.0134973478315655e-02;2.6498969723814303e-01;1.7573104101940609e-01;-2.8173183905671396e-02;3.6012675159862584e-01;1.3182883335964798e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
5876;90;145;1.6541777896037807e-01;6.1698504483621186e-01;4.6104053047933341e-01;2.1014277246912680e-01;3.8191177505070489e-01;7.7571627241381569e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
5877;90;146;1.4617091816395833e-01;6.4179039523152970e-01;3.8750861840143203e-01;2.2024411241411654e-01;5.0369108321008660e-01;7.0505649945738802e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
5878;90;147;1.1155150127891958e-01;5.3501329763087591e-01;3.7794934199814184e-01;1.2232287186375873e-01;6.4875332131688057e-01;3.1566522657703250e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
5879;90;148;3.1495258750786216e-02;-9.1175818079074378e-02;6.6323666659892000e-01;2.4353193146555030e-01;6.1336385115826653e-01;6.8081337548705723e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
5880;90;150;1.5818963157761015e-01;5.7775366602343381e-01;4.7277224612099200e-01;2.0330052417649494e-01;3.5847705061445906e-01;7.7571627241381613e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
5881;90;151;3.4848848509851614e-02;5.7597743399206580e-01;1.3182883335964798e-01;1.5327069280155306e-01;1.8712470242122595e-01;7.7571627241381613e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
5882;90;154;1.8955735954401776e-01;5.1870970621076140e-01;6.0770045349982771e-01;2.0685132243479554e-01;6.2407350704503217e-01;5.7031126836342005e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
5883;90;156;1.0836785143833914e-01;5.1535005792127619e-01;3.8504855683005812e-01;1.6295415446174663e-01;4.4056652396974816e-01;5.9718613361808415e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
5884;90;158;8.1784694178265824e-02;6.4627925104766093e-01;2.0514005304645322e-01;8.5886016825383354e-02;6.5939180822776544e-01;2.0589744013370800e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
5885;90;159;-1.5733376682400332e-01;-3.3421153975875212e-01;3.3604070857859586e-01;1.0259682400849471e-01;6.5451274544090843e-01;2.5623955424425471e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
5886;90;161;2.0808791215869585e-01;6.2371245932074337e-01;5.7403655465907166e-01;2.1905694083354271e-01;4.2609575563414731e-01;7.6465079578172224e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
5887;90;163;-1.6882007618654871e-02;3.7876261976000425e-01;1.4806805762749595e-01;1.4500711945422262e-01;6.4213019012676398e-01;3.8400261855323536e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
5888;90;165;-4.1531179902058034e-02;-2.2355616934146436e-01;5.6781395080728991e-01;1.0713464006697432e-01;6.5318783700160143e-01;2.6990994438911403e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
5889;90;170;1.6328898177127699e-01;6.3679242558144988e-01;4.3907761216866026e-01;2.0904317029404806e-01;3.7814563373861365e-01;7.7571627241381602e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
5890;90;174;-9.9935450016720943e-03;4.2239207870235851e-01;1.3182883335964798e-01;1.9659346823855228e-01;3.6338881531895534e-01;7.5311717575268000e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
5891;90;176;1.3914122386875821e-01;5.4596701029127281e-01;4.4565814297787559e-01;2.1305987470235313e-01;3.9190286044607608e-01;7.7571627241381591e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
5892;90;180;1.5125903059540528e-02;2.6766317127318162e-01;3.2696350076598829e-01;1.6920967764996619e-01;6.3506375702478013e-01;4.5691399459308651e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
5893;90;181;8.5937673654630037e-02;1.5681170967408253e-01;6.1337401106132095e-01;1.6192078999118703e-01;2.1675131567992761e-01;7.7571627241381602e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
5894;90;184;1.3821405879311510e-01;5.1297101126462386e-01;4.6982714776380147e-01;1.8651484469616983e-01;5.1350857815831663e-01;6.0347013501894964e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
5895;90;189;-1.4648899657747028e-01;-4.5105322396686909e-02;1.3182883335964798e-01;-1.0803175320497289e-01;-3.4860627349781725e-01;4.8456540689462596e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
5896;90;194;8.6730198650035686e-02;5.2266427300127305e-01;3.1905630624200981e-01;2.6815952765167056e-01;6.0617331950023334e-01;7.5500519901088614e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
5897;90;195;-9.2606666930814388e-02;-3.5310994370354920e-01;5.3103422464051631e-01;4.6148851102573440e-02;-1.7976798167240163e-01;7.7571627241381602e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
5898;91;95;-3.0974627314888542e-01;3.3020450806899088e-01;7.1579219225170676e-01;4.3361090579308370e-01;2.2627782829453358e-01;3.5099352940144118e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
5899;91;99;-7.2290593708012996e-02;3.4691818092341170e-01;5.2399484848841993e-01;5.3938019300558104e-01;-3.6745233016555910e-03;6.2355835303404150e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
5900;91;100;-4.8291602236081616e-01;3.6134684976921927e-01;7.9032088719255256e-01;3.4406467384759765e-01;2.6793769970140890e-01;3.5099352940144118e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
5901;91;102;-1.7238276292931226e-01;2.0231598426590372e-01;8.1227825399826825e-01;4.8260773906537308e-01;-1.2570464862281239e-01;8.4741086621463535e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
5902;91;104;-4.6295343550630613e-01;5.8357518033477940e-01;4.4119359280945608e-01;1.5024680293506334e-01;3.5810818932609895e-01;3.5099352940144107e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
5903;91;110;-2.3057181001559365e-01;2.1169188068220790e-01;8.3896331720718009e-01;2.2445393351951148e-01;3.2358457565240101e-01;3.5099352940144107e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
5904;91;111;-8.6083996027982626e-02;4.3304213704469946e-01;4.0379636480535352e-01;1.4814696447929560e-01;9.4316283965066111e-02;7.5026695605388971e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
5905;91;118;1.8942627757955977e-01;3.3988060073842608e-01;3.5099352940144107e-01;2.5064937539963400e-01;2.5270716951134664e-01;4.3949913552092840e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
5906;91;120;-3.1069294204944609e-01;5.7255261747426267e-01;3.5099352940144113e-01;4.9188913786950422e-01;9.9512671305418188e-02;5.0126980851777325e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
5907;91;127;4.9839585413156438e-02;4.4612199361156402e-02;8.9419111071862833e-01;1.7795688127333006e-01;1.0859988107268370e-01;7.0781328537097910e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
5908;91;130;2.1044791859925194e-01;-1.9159545771474260e-02;8.7768058526910420e-01;5.2203562384688751e-01;-4.0955982903630998e-02;6.9194760040209335e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
5909;91;132;6.8589041074341439e-03;4.2481698652147010e-01;3.5099352940144107e-01;1.2846389474418197e-02;3.5614269815220832e-02;9.3371356376447801e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
5910;91;134;-5.6731980481835986e-01;3.5924383225041978e-01;8.5270784735696148e-01;1.6560695245442966e-01;-8.7211467230014883e-02;1.0117627148672195e+00
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
5911;91;137;-1.4623474332729958e-01;7.2939147627618106e-02;9.8903472376471235e-01;5.6320598562232771e-01;4.7538067613643230e-02;5.2961378686475802e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
5912;91;139;-4.4449305146262585e-01;5.7354718030874696e-01;4.4336454827760702e-01;5.5845599336128926e-01;3.7328148706499635e-02;5.4834289986631557e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
5913;91;142;5.4330515778778656e-02;4.0273162128902457e-01;3.5099352940144118e-01;4.8189060906022269e-01;-1.2724609096547143e-01;8.5023849374856719e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
5914;91;143;3.4543520438902581e-01;2.6730008352399287e-01;3.5099352940144113e-01;3.8980561032239530e-01;1.2360264137198608e-01;5.3656121016352987e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
