# FractureId; NumTraces 
0;7
# TraceId; Tips; Length 
194;1;7.4216569361717333e-01
199;1;7.9303374978658403e-01
206;1;8.2875892091626246e-01
204;1;9.2790000383201143e-01
202;1;1.0209884575239858e+00
197;1;1.0242930055099237e+00
201;1;1.0788813011775635e+00
200;1;1.1432347956282205e+00
# FractureId; NumTraces 
14;31
# TraceId; Tips; Length 
37;0;2.5432140917429802e-01
14;1;2.3812562268607917e-01
214;1;4.5027147980021304e-01
219;1;5.0445090230528067e-01
218;1;5.4946709999868537e-01
194;1;7.4216569361717333e-01
71;1;7.7327887583890320e-01
137;1;7.7627643327576712e-01
210;1;8.6817543831429078e-01
216;1;9.0319889918347307e-01
183;1;9.2115009810560866e-01
45;1;9.5557238835287384e-01
212;1;9.6219435987085999e-01
208;1;9.7600343718484461e-01
225;1;1.0239986469946938e+00
223;1;1.0561619110842511e+00
222;1;1.1126915206781811e+00
226;1;1.1460411455628980e+00
228;1;1.1588283246820130e+00
166;1;1.2151290574714579e+00
215;1;1.2384722574845690e+00
221;1;1.2467369221918436e+00
211;1;1.2929378835179817e+00
113;1;1.3152586897026499e+00
209;1;1.3570619143132401e+00
224;1;1.4284475228034206e+00
220;1;1.4756258334382717e+00
213;1;1.6615254512725790e+00
152;1;1.7332158271800904e+00
227;1;2.1590702220958482e+00
217;1;2.3017344659533032e+00
# FractureId; NumTraces 
15;18
# TraceId; Tips; Length 
208;0;9.7600343718484461e-01
195;1;5.8759299357138625e-04
236;1;6.7667812497954727e-02
138;1;1.3880297542268680e-01
105;1;1.8691285052083473e-01
233;1;2.1948076023156415e-01
232;1;2.5138825724728409e-01
46;1;3.6186385383291686e-01
237;1;3.7416690321224394e-01
130;1;5.5141927672249291e-01
230;1;5.5446156146506298e-01
238;1;6.4674155276237610e-01
239;1;6.5568156903592489e-01
229;1;7.4645474866004968e-01
184;1;7.8492956733166974e-01
235;1;8.3457983551992221e-01
234;1;1.0346206165082235e+00
231;1;1.2313572856798434e+00
# FractureId; NumTraces 
16;14
# TraceId; Tips; Length 
240;0;2.2893928800566610e-01
153;0;5.0994267454294684e-01
247;0;8.8695862032605577e-01
251;1;2.7469698743615889e-01
249;1;3.1385936068160469e-01
244;1;3.4841484386273180e-01
246;1;4.4173987230836353e-01
250;1;7.8588576162164381e-01
245;1;7.9815880140540152e-01
242;1;8.0072667207044468e-01
241;1;9.6182285029190928e-01
248;1;1.1715483420206980e+00
243;1;1.2377257433435764e+00
209;1;1.3570619143132401e+00
# FractureId; NumTraces 
17;13
# TraceId; Tips; Length 
258;1;2.4713442587881440e-03
253;1;1.6333278698319270e-01
259;1;1.7942778680065052e-01
240;1;2.2893928800566610e-01
89;1;3.0306705176543208e-01
260;1;3.9593963252076403e-01
257;1;5.2170281511865135e-01
256;1;6.1759286632967014e-01
15;1;6.7926535584930492e-01
254;1;6.9278132385278390e-01
72;1;7.9386581781624133e-01
255;1;8.7555686097772378e-01
252;1;1.2121667726666110e+00
# FractureId; NumTraces 
18;21
# TraceId; Tips; Length 
73;0;2.2634415479667341e-01
210;0;8.6817543831429078e-01
268;1;1.8762763373122798e-01
269;1;1.8797454041312317e-01
261;1;2.2620389076321556e-01
90;1;2.4422010414312878e-01
270;1;2.5602199577423357e-01
267;1;3.4201004242819327e-01
264;1;3.7619478769498416e-01
266;1;5.0943703848858424e-01
263;1;5.4211378237197261e-01
16;1;5.7680650603828232e-01
154;1;7.4961039472958335e-01
262;1;8.2696360998397345e-01
273;1;8.5419178926615980e-01
274;1;8.9322561027596159e-01
271;1;9.0320860101860201e-01
241;1;9.6182285029190928e-01
272;1;9.7456419600857480e-01
275;1;1.1728883158521914e+00
265;1;1.2450059589282545e+00
# FractureId; NumTraces 
19;12
# TraceId; Tips; Length 
261;0;2.2620389076321556e-01
276;1;4.2333241096706331e-02
196;1;1.2021144550033369e-01
281;1;3.4907204677095705e-01
277;1;4.7572325670108889e-01
280;1;5.7075610350600225e-01
282;1;5.9918688467059311e-01
17;1;6.2346359685867270e-01
278;1;6.9815576624067888e-01
283;1;8.9499967045205531e-01
279;1;1.0172795171595113e+00
252;1;1.2121667726666110e+00
# FractureId; NumTraces 
20;7
# TraceId; Tips; Length 
167;1;1.5917485872681844e-01
285;1;1.8686121758962357e-01
106;1;2.2224496798303592e-01
131;1;3.4959355805362935e-01
286;1;8.2513510723576289e-01
284;1;8.6739156194878630e-01
38;1;8.9671331368820284e-01
# FractureId; NumTraces 
21;26
# TraceId; Tips; Length 
168;0;1.6684197538253803e-01
211;0;1.2929378835179817e+00
18;1;2.0089174526292330e-01
290;1;2.3868476450626594e-01
91;1;2.4504639999686417e-01
287;1;2.5434091291066474e-01
293;1;2.7626193728500348e-01
298;1;2.7820818954454296e-01
300;1;3.2498029455245914e-01
295;1;3.3495831881874216e-01
139;1;3.7316134161074355e-01
185;1;4.2008406020972244e-01
297;1;5.1353090243838406e-01
296;1;5.1840964620812180e-01
114;1;5.3151265879313581e-01
289;1;6.8487563130404583e-01
291;1;6.9085051295177702e-01
299;1;7.5063377593302449e-01
242;1;8.0072667207044468e-01
262;1;8.2696360998397345e-01
301;1;9.1176476252970118e-01
302;1;1.0074796742221124e+00
294;1;1.0090648161417795e+00
292;1;1.0125173661037166e+00
197;1;1.0242930055099237e+00
288;1;1.5238376877956230e+00
# FractureId; NumTraces 
22;23
# TraceId; Tips; Length 
310;0;1.5462247562556666e-01
284;0;8.6739156194878630e-01
115;0;1.4378027896249259e+00
316;1;9.4381171727828450e-02
314;1;1.4862195311299231e-01
312;1;2.4012952423667153e-01
308;1;2.5236222662390551e-01
287;1;2.5434091291066474e-01
304;1;3.5791977528414587e-01
305;1;3.9579308209197456e-01
309;1;4.3780648106042425e-01
140;1;5.1394761944333900e-01
47;1;5.3572419618883194e-01
4;1;5.8966071087312655e-01
315;1;5.9119300312249556e-01
313;1;6.2400768450670174e-01
186;1;6.5271395450743031e-01
306;1;8.2323538475370839e-01
212;1;9.6219435987085999e-01
303;1;1.0566538768741320e+00
169;1;1.2699567279268946e+00
307;1;1.2875849698094424e+00
311;1;1.4722600656887743e+00
# FractureId; NumTraces 
23;26
# TraceId; Tips; Length 
321;0;3.1108536370193518e-01
243;0;1.2377257433435764e+00
288;0;1.5238376877956230e+00
319;1;1.3532689950483609e-01
328;1;1.8248636328491327e-01
74;1;2.6077067646670204e-01
187;1;5.2654549059365952e-01
48;1;5.5468315981026839e-01
229;1;7.4645474866004968e-01
317;1;8.4154425143364908e-01
330;1;8.6014697719416011e-01
170;1;9.2112117005634775e-01
327;1;9.6764670537867858e-01
322;1;9.6850917966273631e-01
324;1;1.0024413700341812e+00
303;1;1.0566538768741320e+00
323;1;1.0982789261591590e+00
325;1;1.1006533226539392e+00
329;1;1.1504251680497657e+00
116;1;1.2106362670431099e+00
326;1;1.2542422885076152e+00
198;1;1.2684015899412877e+00
318;1;1.3446671440253204e+00
155;1;1.4948438516768636e+00
213;1;1.6615254512725790e+00
320;1;1.8764263832806254e+00
# FractureId; NumTraces 
24;18
# TraceId; Tips; Length 
331;0;2.9530165011502285e-01
334;0;3.5347358487824398e-01
337;0;3.5819333789244417e-01
214;0;4.5027147980021304e-01
132;0;4.8642085656191197e-01
230;0;5.5446156146506298e-01
289;0;6.8487563130404583e-01
338;0;1.1527384875162727e+00
276;1;4.2333241096706331e-02
336;1;2.0846929328305608e-01
49;1;2.6484168780556239e-01
335;1;3.4670901308914592e-01
244;1;3.4841484386273180e-01
333;1;3.5637970299153265e-01
332;1;4.9478519406078275e-01
263;1;5.4211378237197261e-01
199;1;7.9303374978658403e-01
317;1;8.4154425143364908e-01
# FractureId; NumTraces 
25;12
# TraceId; Tips; Length 
117;0;4.1633136314870628e-01
19;0;4.8320181662929579e-01
171;1;5.7788913641738403e-02
253;1;1.6333278698319270e-01
341;1;2.0064104828877166e-01
290;1;2.3868476450626594e-01
304;1;3.5791977528414587e-01
340;1;5.0102400010871251e-01
92;1;5.1323932360998004e-01
50;1;6.0287808084447625e-01
342;1;8.7415058947975166e-01
339;1;1.1680141651257596e+00
# FractureId; NumTraces 
26;9
# TraceId; Tips; Length 
345;0;1.8360036169078509e-01
346;1;1.1514196304536448e-01
75;1;2.1035556109146336e-01
343;1;4.0559302013853415e-01
51;1;4.8187986893804802e-01
93;1;5.0142585708239573e-01
141;1;5.7656121409184591e-01
20;1;6.5807996141130876e-01
344;1;7.7730925839631204e-01
# FractureId; NumTraces 
27;31
# TraceId; Tips; Length 
172;0;4.6333900891689889e-01
215;0;1.2384722574845690e+00
21;1;5.1417338679941083e-02
94;1;1.1180834272058243e-01
358;1;1.6211529713318512e-01
349;1;1.8174965645990093e-01
350;1;2.0591131377265837e-01
352;1;2.4188632986907116e-01
331;1;2.9530165011502285e-01
354;1;3.2098256800677888e-01
264;1;3.7619478769498416e-01
347;1;3.9408133385762084e-01
305;1;3.9579308209197456e-01
142;1;5.3593286503982496e-01
188;1;5.4269064205436535e-01
360;1;5.4829492650205069e-01
356;1;5.5463890011214756e-01
291;1;6.9085051295177702e-01
351;1;7.1876698753218560e-01
245;1;7.9815880140540152e-01
357;1;8.0175928151270326e-01
118;1;8.7384468715730068e-01
52;1;1.0762017333969651e+00
359;1;1.0807565244669117e+00
355;1;1.1284221436825526e+00
200;1;1.1432347956282205e+00
348;1;1.1895234475436998e+00
231;1;1.2313572856798434e+00
353;1;1.3077325119855734e+00
318;1;1.3446671440253204e+00
156;1;1.4291052511686133e+00
# FractureId; NumTraces 
28;16
# TraceId; Tips; Length 
189;0;1.1010518294492275e-02
232;0;2.5138825724728409e-01
362;1;9.0467512110637971e-03
76;1;9.7136178904159098e-02
319;1;1.3532689950483609e-01
361;1;1.3661657397403421e-01
347;1;3.9408133385762084e-01
22;1;4.1152862426689812e-01
364;1;4.2743884780858260e-01
246;1;4.4173987230836353e-01
277;1;4.7572325670108889e-01
332;1;4.9478519406078275e-01
363;1;8.2987609962007292e-01
216;1;9.0319889918347307e-01
265;1;1.2450059589282545e+00
365;1;1.2463204467639857e+00
# FractureId; NumTraces 
29;27
# TraceId; Tips; Length 
372;0;1.1208374349656935e+00
217;0;2.3017344659533032e+00
367;1;5.1137838646953260e-02
368;1;1.1552664614887635e-01
95;1;1.2296600694978183e-01
375;1;1.3326170355462780e-01
23;1;1.9140426181843201e-01
190;1;2.2654657220583840e-01
366;1;3.7891235856952282e-01
370;1;4.4446313038973367e-01
373;1;4.7059426393137693e-01
266;1;5.0943703848858424e-01
173;1;6.1729428001897613e-01
306;1;8.2323538475370839e-01
53;1;8.3329069879275341e-01
371;1;8.8178814543539530e-01
247;1;8.8695862032605577e-01
143;1;9.6802965318288847e-01
369;1;1.0032942314124458e+00
292;1;1.0125173661037166e+00
77;1;1.0348555299622868e+00
119;1;1.0670389834802512e+00
201;1;1.0788813011775635e+00
348;1;1.1895234475436998e+00
374;1;1.2550167838864330e+00
320;1;1.8764263832806254e+00
376;1;2.1741327157256549e+00
# FractureId; NumTraces 
30;13
# TraceId; Tips; Length 
157;1;1.3676792072031541e-02
381;1;1.8504158157985329e-01
24;1;3.5830277595410842e-01
343;1;4.0559302013853415e-01
382;1;4.2311971847022745e-01
54;1;5.2204185131148473e-01
379;1;5.8306682622870276e-01
380;1;6.5245858627235731e-01
254;1;6.9278132385278390e-01
278;1;6.9815576624067888e-01
378;1;1.0392997106179052e+00
377;1;1.1205013386726765e+00
96;1;1.2555067293294833e+00
# FractureId; NumTraces 
31;7
# TraceId; Tips; Length 
307;0;1.2875849698094424e+00
120;1;1.5766278832270261e-02
107;1;5.6863801547550039e-02
321;1;3.1108536370193518e-01
133;1;4.9572449151484993e-01
174;1;8.0196503662091267e-01
383;1;8.8123323061796999e-01
# FractureId; NumTraces 
32;14
# TraceId; Tips; Length 
349;1;1.8174965645990093e-01
55;1;1.8980338762175547e-01
387;1;3.1805739986001325e-01
267;1;3.4201004242819327e-01
366;1;3.7891235856952282e-01
385;1;4.8545672271660795e-01
218;1;5.4946709999868537e-01
322;1;9.6850917966273631e-01
202;1;1.0209884575239858e+00
384;1;1.1114910201195691e+00
158;1;1.1298328643170148e+00
248;1;1.1715483420206980e+00
386;1;1.2262436550502300e+00
78;1;1.3245787032017891e+00
# FractureId; NumTraces 
33;9
# TraceId; Tips; Length 
367;0;5.1137838646953260e-02
384;0;1.1114910201195691e+00
203;1;9.0761449119419163e-02
249;1;3.1385936068160469e-01
388;1;4.3832168065222132e-01
219;1;5.0445090230528067e-01
390;1;5.1597911683267328e-01
389;1;6.0714478851346376e-01
79;1;9.7437248562773837e-01
# FractureId; NumTraces 
34;8
# TraceId; Tips; Length 
121;0;1.7813554456793415e-01
175;1;4.7312727855076883e-02
391;1;1.5635620920166585e-01
393;1;1.9976330575165027e-01
344;1;7.7730925839631204e-01
392;1;8.3814576223139692e-01
377;1;1.1205013386726765e+00
25;1;1.4299465986885034e+00
# FractureId; NumTraces 
35;16
# TraceId; Tips; Length 
122;0;3.3273777015829437e-01
396;0;8.8440937943573694e-01
56;0;1.1017055984337727e+00
394;0;1.2670751253812547e+00
368;1;1.1552664614887635e-01
350;1;2.0591131377265837e-01
308;1;2.5236222662390551e-01
395;1;2.5277422932333526e-01
176;1;3.5839734444518545e-01
97;1;5.7501245931976008e-01
80;1;5.8492576928716589e-01
398;1;8.0457509027683671e-01
144;1;8.2454419195589990e-01
397;1;1.0094670048601064e+00
339;1;1.1680141651257596e+00
26;1;1.2410277575752677e+00
# FractureId; NumTraces 
36;20
# TraceId; Tips; Length 
333;0;3.5637970299153265e-01
369;0;1.0032942314124458e+00
268;1;1.8762763373122798e-01
233;1;2.1948076023156415e-01
27;1;2.3329951038825086e-01
401;1;2.4900261863869494e-01
402;1;3.9123744549812289e-01
177;1;4.3653074917665702e-01
309;1;4.3780648106042425e-01
388;1;4.3832168065222132e-01
385;1;4.8545672271660795e-01
81;1;5.0078654324617322e-01
400;1;5.2865699321327742e-01
145;1;5.9224020852189163e-01
351;1;7.1876698753218560e-01
57;1;7.8480616707431139e-01
323;1;1.0982789261591590e+00
399;1;1.1353256599747243e+00
220;1;1.4756258334382717e+00
403;1;1.5524042705841063e+00
# FractureId; NumTraces 
37;16
# TraceId; Tips; Length 
370;0;4.4446313038973367e-01
221;0;1.2467369221918436e+00
406;0;1.3205502585840296e+00
269;1;1.8797454041312317e-01
404;1;1.9973934954379513e-01
352;1;2.4188632986907116e-01
293;1;2.7626193728500348e-01
58;1;3.4435390297789581e-01
159;1;5.7480401464478259e-01
389;1;6.0714478851346376e-01
82;1;7.0002574767106385e-01
405;1;8.6800300798728958e-01
204;1;9.2790000383201143e-01
324;1;1.0024413700341812e+00
399;1;1.1353256599747243e+00
386;1;1.2262436550502300e+00
# FractureId; NumTraces 
38;25
# TraceId; Tips; Length 
160;0;5.4640008191411460e-02
407;0;1.7206433099302881e-01
285;0;1.8686121758962357e-01
5;0;6.7462845794140658e-01
383;0;8.8123323061796999e-01
361;1;1.3661657397403421e-01
404;1;1.9973934954379513e-01
205;1;2.1374074967512108e-01
270;1;2.5602199577423357e-01
334;1;3.5347358487824398e-01
400;1;5.2865699321327742e-01
59;1;5.6490226717196113e-01
409;1;6.6914743191380122e-01
410;1;6.7475342068719157e-01
123;1;7.2855025100957604e-01
371;1;8.8178814543539530e-01
411;1;9.3278561731599541e-01
294;1;1.0090648161417795e+00
234;1;1.0346206165082235e+00
325;1;1.1006533226539392e+00
222;1;1.1126915206781811e+00
408;1;1.2643131981134550e+00
353;1;1.3077325119855734e+00
178;1;1.5268269211245828e+00
191;1;1.5946064836465825e+00
# FractureId; NumTraces 
39;7
# TraceId; Tips; Length 
6;0;9.0989550030166066e-01
134;1;1.1093357538615964e-01
310;1;1.5462247562556666e-01
407;1;1.7206433099302881e-01
179;1;1.9229870773404245e-01
39;1;6.5005334228868783e-01
286;1;8.2513510723576289e-01
# FractureId; NumTraces 
40;17
# TraceId; Tips; Length 
401;1;2.4900261863869494e-01
354;1;3.2098256800677888e-01
295;1;3.3495831881874216e-01
335;1;3.4670901308914592e-01
414;1;5.7935513763460089e-01
412;1;6.7735896730892897e-01
206;1;8.2875892091626246e-01
405;1;8.6800300798728958e-01
271;1;9.0320860101860201e-01
28;1;9.2062341916576118e-01
416;1;9.2068984510857288e-01
413;1;9.3025853020662297e-01
415;1;9.7233180779144901e-01
279;1;1.0172795171595113e+00
378;1;1.0392997106179052e+00
223;1;1.0561619110842511e+00
83;1;1.3292951259064609e+00
# FractureId; NumTraces 
41;20
# TraceId; Tips; Length 
180;0;9.6347625184931429e-01
326;0;1.2542422885076152e+00
408;0;1.2643131981134550e+00
224;0;1.4284475228034206e+00
362;1;9.0467512110637971e-03
420;1;3.8680436100685944e-02
418;1;1.9035179246823392e-01
336;1;2.0846929328305608e-01
135;1;2.3085724965544047e-01
146;1;3.5137421296658072e-01
60;1;4.3543407582740540e-01
296;1;5.1840964620812180e-01
192;1;5.4089238895066161e-01
417;1;7.4862733407671411e-01
124;1;8.0554497273622272e-01
235;1;8.3457983551992221e-01
372;1;1.1208374349656935e+00
355;1;1.1284221436825526e+00
419;1;1.2293479321004290e+00
311;1;1.4722600656887743e+00
# FractureId; NumTraces 
42;21
# TraceId; Tips; Length 
373;0;4.7059426393137693e-01
412;0;6.7735896730892897e-01
236;1;6.7667812497954727e-02
345;1;1.8360036169078509e-01
312;1;2.4012952423667153e-01
340;1;5.0102400010871251e-01
297;1;5.1353090243838406e-01
356;1;5.5463890011214756e-01
280;1;5.7075610350600225e-01
379;1;5.8306682622870276e-01
98;1;7.0433123243615881e-01
424;1;7.5170878788294337e-01
421;1;7.8183828478490458e-01
61;1;8.4859536071506492e-01
147;1;8.6651492054530910e-01
255;1;8.7555686097772378e-01
84;1;1.0608466251472741e+00
423;1;1.0972255208869921e+00
422;1;1.1830712962459007e+00
394;1;1.2670751253812547e+00
29;1;1.5248394156817537e+00
# FractureId; NumTraces 
43;18
# TraceId; Tips; Length 
341;0;2.0064104828877166e-01
391;1;1.5635620920166585e-01
148;1;1.6717994028761951e-01
427;1;1.8369806383860898e-01
395;1;2.5277422932333526e-01
298;1;2.7820818954454296e-01
281;1;3.4907204677095705e-01
428;1;3.8372326680239288e-01
62;1;4.6525332526096513e-01
256;1;6.1759286632967014e-01
380;1;6.5245858627235731e-01
425;1;7.0718313968977375e-01
85;1;7.3692969744017900e-01
99;1;7.5482005657402629e-01
421;1;7.8183828478490458e-01
426;1;7.8374890765215621e-01
30;1;8.8595405668829907e-01
413;1;9.3025853020662297e-01
# FractureId; NumTraces 
44;26
# TraceId; Tips; Length 
181;0;2.7239876684599554e-02
429;0;7.6361065474917000e-02
430;0;6.9725245424422977e-01
125;0;7.5313173236960029e-01
327;0;9.6764670537867858e-01
225;0;1.0239986469946938e+00
374;0;1.2550167838864330e+00
381;1;1.8504158157985329e-01
149;1;2.2098735207388656e-01
237;1;3.7416690321224394e-01
257;1;5.2170281511865135e-01
100;1;5.3045234784717732e-01
313;1;6.2400768450670174e-01
409;1;6.6914743191380122e-01
425;1;7.0718313968977375e-01
417;1;7.4862733407671411e-01
299;1;7.5063377593302449e-01
357;1;8.0175928151270326e-01
63;1;8.3656080676846090e-01
396;1;8.8440937943573694e-01
161;1;9.3585053443593913e-01
272;1;9.7456419600857480e-01
31;1;1.1083392794319398e+00
422;1;1.1830712962459007e+00
86;1;1.2143043372551712e+00
431;1;1.3273537089078415e+00
# FractureId; NumTraces 
45;12
# TraceId; Tips; Length 
101;0;3.5944876971611023e-01
397;0;1.0094670048601064e+00
423;0;1.0972255208869921e+00
258;1;2.4713442587881440e-03
314;1;1.4862195311299231e-01
